29,1,309.47607421875,727.8003540039062,-1,-1,1,-1,-1,-1
31,1,380.54608154296875,727.8511962890625,-1,-1,1,-1,-1,-1
32,1,415.9806213378906,734.935791015625,-1,-1,1,-1,-1,-1
33,1,493.76531982421875,820.06689453125,-1,-1,1,-1,-1,-1
34,1,494.0224609375,735.1205444335938,-1,-1,1,-1,-1,-1
35,1,586.4088134765625,827.4320678710938,-1,-1,1,-1,-1,-1
36,1,629.2073974609375,834.4071044921875,-1,-1,1,-1,-1,-1
37,1,679.2408447265625,841.4806518554688,-1,-1,1,-1,-1,-1
39,1,699.97216796875,734.9434814453125,-1,-1,1,-1,-1,-1
40,1,735.5867309570312,741.892333984375,-1,-1,1,-1,-1,-1
41,1,771.2044677734375,749.1846313476562,-1,-1,1,-1,-1,-1
42,1,813.8299560546875,741.983154296875,-1,-1,1,-1,-1,-1
43,1,849.4193725585938,749.12548828125,-1,-1,1,-1,-1,-1
44,1,892.0234375,756.0911865234375,-1,-1,1,-1,-1,-1
45,1,934.6753540039062,763.4126586914062,-1,-1,1,-1,-1,-1
46,1,977.25634765625,763.2188720703125,-1,-1,1,-1,-1,-1
47,1,1027.0452880859375,770.4047241210938,-1,-1,1,-1,-1,-1
48,1,1069.7373046875,770.2175903320312,-1,-1,1,-1,-1,-1
49,1,1119.3988037109375,777.3292236328125,-1,-1,1,-1,-1,-1
50,1,1162.2467041015625,770.344482421875,-1,-1,1,-1,-1,-1
51,1,1197.5322265625,763.1126708984375,-1,-1,1,-1,-1,-1
52,1,1240.21484375,763.140625,-1,-1,1,-1,-1,-1
53,1,1282.8018798828125,763.15771484375,-1,-1,1,-1,-1,-1
54,1,1332.46337890625,763.2470703125,-1,-1,1,-1,-1,-1
55,1,1375.180419921875,763.2506103515625,-1,-1,1,-1,-1,-1
56,1,1417.7247314453125,763.23583984375,-1,-1,1,-1,-1,-1
57,1,1467.46337890625,763.274169921875,-1,-1,1,-1,-1,-1
226,2,67.82817840576172,642.8553466796875,-1,-1,1,-1,-1,-1
227,2,88.98308563232422,642.867919921875,-1,-1,1,-1,-1,-1
228,2,117.21910095214844,649.8251953125,-1,-1,1,-1,-1,-1
229,2,145.2791290283203,649.9532470703125,-1,-1,1,-1,-1,-1
230,2,152.78924560546875,649.9425048828125,-1,-1,1,-1,-1,-1
234,2,309.35443115234375,649.7684326171875,-1,-1,1,-1,-1,-1
235,2,337.7825622558594,649.7577514648438,-1,-1,1,-1,-1,-1
236,2,366.0166015625,649.8648681640625,-1,-1,1,-1,-1,-1
237,2,401.76922607421875,649.5538940429688,-1,-1,1,-1,-1,-1
238,2,430.1453857421875,642.5809326171875,-1,-1,1,-1,-1,-1
239,2,465.7138366699219,649.4188232421875,-1,-1,1,-1,-1,-1
240,2,493.98193359375,649.6180419921875,-1,-1,1,-1,-1,-1
241,2,522.4256591796875,649.6421508789062,-1,-1,1,-1,-1,-1
242,2,558.1703491210938,649.6444091796875,-1,-1,1,-1,-1,-1
243,2,586.6461181640625,649.6317749023438,-1,-1,1,-1,-1,-1
244,2,614.8135986328125,642.7435302734375,-1,-1,1,-1,-1,-1
245,2,650.491943359375,649.7587280273438,-1,-1,1,-1,-1,-1
246,2,678.4600830078125,642.7942504882812,-1,-1,1,-1,-1,-1
247,2,714.1653442382812,642.8403930664062,-1,-1,1,-1,-1,-1
248,2,742.3231811523438,642.8251342773438,-1,-1,1,-1,-1,-1
249,2,770.7415771484375,635.7498168945312,-1,-1,1,-1,-1,-1
250,2,806.1046142578125,635.7020263671875,-1,-1,1,-1,-1,-1
251,2,834.679443359375,628.6243896484375,-1,-1,1,-1,-1,-1
252,2,863.10009765625,628.5576171875,-1,-1,1,-1,-1,-1
253,2,884.2257080078125,628.7560424804688,-1,-1,1,-1,-1,-1
