2,1,579.693603515625,775.9093017578125,-1,-1,1,-1,-1,-1
3,1,551.174072265625,779.56884765625,-1,-1,1,-1,-1,-1
4,1,529.3800048828125,783.35888671875,-1,-1,1,-1,-1,-1
5,1,501.0499267578125,787.2168579101562,-1,-1,1,-1,-1,-1
6,1,479.4456787109375,793.3714599609375,-1,-1,1,-1,-1,-1
7,1,451.38092041015625,798.4663696289062,-1,-1,1,-1,-1,-1
8,1,422.932373046875,803.7763671875,-1,-1,1,-1,-1,-1
9,1,388.21612548828125,806.97119140625,-1,-1,1,-1,-1,-1
10,1,359.0985107421875,811.5277099609375,-1,-1,1,-1,-1,-1
11,1,329.7880859375,814.8352661132812,-1,-1,1,-1,-1,-1
12,1,294.3463134765625,818.79150390625,-1,-1,1,-1,-1,-1
13,1,259.1014099121094,821.6573486328125,-1,-1,1,-1,-1,-1
14,1,223.06182861328125,825.5025634765625,-1,-1,1,-1,-1,-1
15,1,181.4139404296875,828.3857421875,-1,-1,1,-1,-1,-1
16,1,145.76820373535156,832.7598876953125,-1,-1,1,-1,-1,-1
17,1,103.97796630859375,836.1453857421875,-1,-1,1,-1,-1,-1
18,1,67.40560913085938,839.7504272460938,-1,-1,1,-1,-1,-1
104,2,1248.062255859375,657.9065551757812,-1,-1,1,-1,-1,-1
105,2,1211.95703125,664.287109375,-1,-1,1,-1,-1,-1
106,2,1169.6156005859375,670.4415283203125,-1,-1,1,-1,-1,-1
107,2,1133.281494140625,671.7503051757812,-1,-1,1,-1,-1,-1
108,2,1090.9326171875,676.8514404296875,-1,-1,1,-1,-1,-1
109,2,1048.7713623046875,678.8528442382812,-1,-1,1,-1,-1,-1
110,2,1005.4071044921875,679.125732421875,-1,-1,1,-1,-1,-1
110,3,1700.85009765625,266.6085205078125,-1,-1,1,-1,-1,-1
111,2,955.741943359375,679.5994873046875,-1,-1,1,-1,-1,-1
112,2,906.31884765625,679.510986328125,-1,-1,1,-1,-1,-1
113,2,850.815673828125,679.3382568359375,-1,-1,1,-1,-1,-1
114,2,800.6380004882812,684.24365234375,-1,-1,1,-1,-1,-1
114,3,1610.33837890625,273.5908203125,-1,-1,1,-1,-1,-1
115,2,744.047607421875,686.0029296875,-1,-1,1,-1,-1,-1
116,2,693.4340209960938,693.17626953125,-1,-1,1,-1,-1,-1
117,2,636.93408203125,701.2071533203125,-1,-1,1,-1,-1,-1
118,2,580.3861083984375,714.1580810546875,-1,-1,1,-1,-1,-1
119,3,1375.305908203125,295.5864562988281,-1,-1,1,-1,-1,-1
120,2,466.069091796875,741.3466796875,-1,-1,1,-1,-1,-1
120,3,1338.6829833984375,302.65875244140625,-1,-1,1,-1,-1,-1
121,3,1290.8114013671875,308.78607177734375,-1,-1,1,-1,-1,-1
122,2,337.76055908203125,762.3900146484375,-1,-1,1,-1,-1,-1
122,3,1255.4842529296875,316.46014404296875,-1,-1,1,-1,-1,-1
127,3,1055.5692138671875,392.0240173339844,-1,-1,1,-1,-1,-1
128,3,1020.1657104492188,394.809326171875,-1,-1,1,-1,-1,-1
129,4,899.5736083984375,600.5853881835938,-1,-1,1,-1,-1,-1
