99,1,537.130126953125,642.9696044921875,-1,-1,1,-1,-1,-1
100,1,515.7699584960938,635.8515625,-1,-1,1,-1,-1,-1
101,1,487.5030212402344,628.7654418945312,-1,-1,1,-1,-1,-1
102,1,466.077880859375,628.9290771484375,-1,-1,1,-1,-1,-1
103,1,444.8775939941406,621.5943603515625,-1,-1,1,-1,-1,-1
112,1,196.03851318359375,607.33203125,-1,-1,1,-1,-1,-1
141,2,800.1903076171875,699.810302734375,-1,-1,1,-1,-1,-1
142,3,1560.371337890625,749.131103515625,-1,-1,1,-1,-1,-1
148,4,1880.410888671875,621.6182250976562,-1,-1,1,-1,-1,-1
149,4,1872.9881591796875,621.68359375,-1,-1,1,-1,-1,-1
150,3,1389.743896484375,706.9954833984375,-1,-1,1,-1,-1,-1
150,4,1858.7412109375,621.85498046875,-1,-1,1,-1,-1,-1
151,4,1844.482177734375,622.0655517578125,-1,-1,1,-1,-1,-1
152,4,1837.4739990234375,614.5650634765625,-1,-1,1,-1,-1,-1
153,4,1830.353515625,621.83251953125,-1,-1,1,-1,-1,-1
154,4,1823.063232421875,628.9144897460938,-1,-1,1,-1,-1,-1
155,4,1809.0233154296875,621.7887573242188,-1,-1,1,-1,-1,-1
156,4,1801.796142578125,621.5409545898438,-1,-1,1,-1,-1,-1
157,4,1787.595458984375,621.6612548828125,-1,-1,1,-1,-1,-1
158,4,1773.400390625,629.0838623046875,-1,-1,1,-1,-1,-1
159,4,1766.2708740234375,628.9483642578125,-1,-1,1,-1,-1,-1
160,4,1759.253662109375,629.0533447265625,-1,-1,1,-1,-1,-1
161,3,1134.25244140625,728.1786499023438,-1,-1,1,-1,-1,-1
161,4,1759.250244140625,636.182861328125,-1,-1,1,-1,-1,-1
162,3,1112.8125,735.36376953125,-1,-1,1,-1,-1,-1
162,4,1759.260986328125,636.0437622070312,-1,-1,1,-1,-1,-1
163,3,1084.230224609375,735.588623046875,-1,-1,1,-1,-1,-1
163,4,1752.169921875,635.8443603515625,-1,-1,1,-1,-1,-1
164,3,1063.011474609375,742.5789794921875,-1,-1,1,-1,-1,-1
164,4,1745.103759765625,643.4105224609375,-1,-1,1,-1,-1,-1
165,3,956.616943359375,706.93310546875,-1,-1,1,-1,-1,-1
165,4,1738.02294921875,643.356201171875,-1,-1,1,-1,-1,-1
166,3,935.246826171875,706.9683837890625,-1,-1,1,-1,-1,-1
166,4,1730.863037109375,643.240234375,-1,-1,1,-1,-1,-1
167,4,1716.812255859375,643.255615234375,-1,-1,1,-1,-1,-1
168,3,878.2752685546875,706.953369140625,-1,-1,1,-1,-1,-1
168,4,1709.58740234375,643.365234375,-1,-1,1,-1,-1,-1
168,5,956.5905151367188,742.4754028320312,-1,-1,1,-1,-1,-1
169,4,1702.626220703125,643.4313354492188,-1,-1,1,-1,-1,-1
170,4,1688.350830078125,643.44775390625,-1,-1,1,-1,-1,-1
171,4,1681.190185546875,636.125244140625,-1,-1,1,-1,-1,-1
172,4,1674.107177734375,636.23095703125,-1,-1,1,-1,-1,-1
173,4,1659.9453125,636.2486572265625,-1,-1,1,-1,-1,-1
174,4,1645.662353515625,628.7777709960938,-1,-1,1,-1,-1,-1
175,4,1631.5418701171875,628.9865112304688,-1,-1,1,-1,-1,-1
176,4,1617.2978515625,629.0535888671875,-1,-1,1,-1,-1,-1
177,4,1603.117919921875,621.6728515625,-1,-1,1,-1,-1,-1
178,4,1588.8310546875,621.7069702148438,-1,-1,1,-1,-1,-1
179,4,1574.66650390625,621.9337158203125,-1,-1,1,-1,-1,-1
179,6,1666.94140625,564.8154296875,-1,-1,1,-1,-1,-1
180,4,1560.3203125,622.1388549804688,-1,-1,1,-1,-1,-1
181,4,1546.230712890625,622.0431518554688,-1,-1,1,-1,-1,-1
181,6,1638.4931640625,557.2993774414062,-1,-1,1,-1,-1,-1
182,4,1532.0018310546875,614.6412963867188,-1,-1,1,-1,-1,-1
183,4,1517.770263671875,622.08056640625,-1,-1,1,-1,-1,-1
183,6,1610.1658935546875,557.3480834960938,-1,-1,1,-1,-1,-1
184,4,1496.350830078125,622.00048828125,-1,-1,1,-1,-1,-1
185,4,1482.2442626953125,622.0097045898438,-1,-1,1,-1,-1,-1
